1	Duke 1	ACC	31-4	+34.19	121.0	1	86.8	1	74.5	8	-.027	223	+9.87	18	109.1	13	99.2	31	+6.66	34
2	Cincinnati 1	CUSA	31-4	+30.19	118.1	7	87.9	3	67.4	194	+.002	165	+6.58	57	106.3	66	99.7	42	+3.48	80
3	Maryland 1	ACC	32-4	+29.25	119.2	4	89.9	7	73.7	15	+.025	104	+9.88	16	109.1	11	99.3	33	+1.62	120
4	Kansas 1	B12	33-4	+28.99	118.7	5	89.7	6	77.3	3	+.022	109	+10.66	10	110.3	4	99.6	40	+8.32	23
5	Oklahoma 2	B12	31-5	+26.04	114.9	20	88.9	4	66.5	228	+.043	69	+8.77	26	109.0	15	100.2	62	-0.45	169
6	Indiana 5	B10	25-12	+24.80	114.0	26	89.2	5	65.6	255	-.049	270	+14.11	2	110.8	2	96.7	2	+13.53	4
7	Florida 5	SEC	22-9	+24.72	115.1	19	90.4	8	69.6	103	-.073	300	+9.11	23	108.1	29	99.0	25	-0.56	173
8	Illinois 4	B10	26-9	+23.21	115.7	17	92.5	16	68.5	153	+.016	123	+10.60	11	109.7	9	99.1	29	+6.78	32
9	Oregon 2	P10	26-9	+22.97	119.2	3	96.3	40	71.1	61	-.041	255	+8.15	36	108.1	31	99.9	50	-3.30	245
10	Kentucky 4	SEC	22-10	+22.21	113.4	29	91.2	9	68.0	169	-.029	230	+12.97	3	110.1	6	97.1	5	+6.75	33
11	Marquette 5	CUSA	26-7	+21.47	113.4	30	91.9	11	64.6	281	+.006	155	+5.41	72	105.5	92	100.1	60	-2.87	233
12	USC 4	P10	22-10	+20.67	112.8	36	92.1	14	70.1	88	-.051	275	+9.30	21	109.2	10	99.9	51	+1.89	113
13	Arizona 3	P10	24-10	+20.54	119.3	2	98.8	82	71.1	59	+.079	15	+14.22	1	111.3	1	97.1	3	+17.56	1
14	Kent St. 10	MAC	29-6	+20.39	116.7	8	96.4	42	64.7	278	+.008	150	+3.11	104	106.0	77	102.9	141	+2.99	90
15	Stanford 8	P10	20-10	+20.32	116.6	10	96.3	41	69.5	106	-.020	205	+10.33	13	110.2	5	99.8	48	+2.11	107
16	Pittsburgh 3	BE	29-6	+19.94	112.1	39	92.2	15	63.8	293	+.000	172	+3.12	103	103.7	150	100.6	71	-12.06	325
17	Ohio St. 4	B10	24-8	+19.76	116.4	11	96.6	47	66.8	215	+.005	159	+7.51	46	106.6	58	99.1	27	-1.26	196
18	Connecticut 2	BE	27-7	+19.36	112.2	38	92.8	18	68.7	143	+.063	31	+8.18	34	107.3	44	99.1	26	+1.72	118
19	Notre Dame 8	BE	21-11	+19.27	116.1	14	96.8	52	68.6	149	-.087	307	+7.33	47	105.4	98	98.1	8	-1.55	205
21	N.C. State 7	ACC	23-11	+19.15	113.2	33	94.0	26	67.5	193	+.012	136	+8.27	31	108.6	20	100.4	65	-5.56	283
22	Alabama 2	SEC	27-8	+18.73	114.0	24	95.3	32	68.0	170	+.076	21	+8.59	29	107.1	46	98.5	15	-1.56	206
23	Xavier 7	A10	26-6	+18.60	111.2	48	92.6	17	67.0	206	+.051	54	+5.09	76	106.7	55	101.6	95	+5.37	47
24	Gonzaga 6	WCC	28-4	+18.51	115.6	18	97.1	53	68.5	155	+.049	61	+1.12	133	103.7	147	102.6	130	+4.04	75
25	Georgia 3	SEC	22-9	+18.44	116.7	9	98.3	73	69.2	121	-.021	206	+9.87	17	108.1	30	98.2	12	+3.30	83
26	Mississippi St. 3	SEC	27-8	+18.25	111.4	43	93.1	20	67.9	174	+.107	6	+8.93	25	106.7	56	97.7	6	-0.96	187
27	Texas 6	B12	22-12	+17.69	116.0	15	98.3	74	68.5	150	-.021	208	+10.18	15	109.1	14	98.9	23	+5.30	50
29	Missouri 12	B12	24-12	+17.49	116.2	12	98.7	81	70.1	89	-.010	189	+7.92	41	108.0	34	100.0	54	-0.39	166
30	Wake Forest 7	ACC	21-13	+17.35	118.6	6	101.3	126	69.5	108	+.006	156	+11.24	9	109.1	12	97.9	7	+5.85	44
31	Texas Tech 6	B12	23-9	+17.24	114.6	21	97.4	59	69.8	96	+.061	36	+6.69	55	106.8	50	100.2	61	-0.13	159
32	Michigan St. 10	B10	19-12	+16.86	113.0	34	96.2	38	63.3	297	-.026	219	+9.76	19	108.5	21	98.7	19	+1.51	126
34	Mississippi 9	SEC	19-11	+16.68	113.3	31	96.7	48	64.7	279	-.040	253	+7.32	48	105.9	80	98.6	16	-6.23	292
35	UCLA 8	P10	21-12	+16.34	113.7	27	97.3	58	68.1	167	+.048	62	+12.00	6	110.1	7	98.1	10	+8.58	20
37	California 6	P10	23-9	+16.03	109.8	66	93.7	25	66.6	220	+.088	12	+7.89	42	107.9	36	100.0	53	-5.85	285
38	Oklahoma St. 7	B12	23-9	+15.80	107.9	88	92.1	13	66.0	241	+.047	64	+7.11	51	107.8	38	100.7	73	+0.53	149
39	Miami FL 5	BE	24-8	+15.77	110.5	56	94.7	30	69.1	129	+.017	118	+5.75	67	105.0	109	99.3	32	-5.03	273
