1	Kentucky 1	SEC	32-4	+29.18	116.5	5	87.4	4	67.7	132	+.051	53	+11.20	4	108.6	3	97.4	16	+6.77	33
2	Kansas 2	B12	30-8	+28.62	115.0	12	86.4	3	72.2	14	-.017	208	+11.84	2	108.6	2	96.8	9	+6.07	35
3	Pittsburgh 2	BE	28-5	+28.61	114.8	14	86.2	2	64.7	266	-.023	224	+7.08	56	105.5	66	98.4	48	-8.24	310
4	Arizona 1	P10	28-4	+26.80	115.6	10	88.8	8	72.7	11	-.007	181	+8.69	31	107.2	14	98.5	52	+8.19	26
5	Illinois 4	B10	25-7	+24.47	113.2	22	88.7	7	67.8	127	-.029	242	+7.29	52	105.8	60	98.5	53	-4.18	257
6	Duke 3	ACC	26-7	+23.75	115.0	13	91.3	15	70.7	40	-.030	246	+8.85	28	107.1	17	98.3	43	+0.64	138
7	Texas 1	B12	26-7	+23.49	119.3	3	95.8	58	69.4	67	-.009	188	+10.36	9	107.1	16	96.7	7	+2.16	104
8	Syracuse 3	BE	30-5	+23.28	114.4	17	91.1	14	71.0	32	+.083	16	+10.32	10	106.6	34	96.3	4	-3.63	242
9	Oklahoma 1	B12	27-7	+23.01	112.1	25	89.1	10	62.7	299	+.034	84	+9.01	24	106.7	30	97.7	25	-2.32	214
10	Louisville 4	CUSA	25-7	+22.75	115.8	9	93.0	25	72.5	12	-.029	241	+6.80	61	105.4	67	98.6	56	+6.01	39
11	Florida 2	SEC	25-8	+22.14	116.5	6	94.4	36	65.0	256	+.008	140	+8.30	36	105.9	56	97.6	24	-0.90	174
12	Wisconsin 5	B10	24-8	+22.07	114.4	16	92.4	21	61.9	310	-.024	228	+6.46	64	106.1	52	99.6	80	-1.01	179
13	Maryland 6	ACC	21-10	+22.00	110.9	34	88.9	9	71.5	23	-.078	301	+8.23	38	106.6	36	98.4	47	-5.29	282
14	Mississippi St. 5	SEC	21-10	+21.53	107.4	79	85.8	1	64.8	263	-.060	290	+8.85	27	106.9	23	98.0	34	-2.62	218
15	Marquette 3	CUSA	27-6	+21.30	120.5	2	99.2	109	65.7	219	+.070	30	+7.93	42	106.1	50	98.2	40	-1.45	188
16	Georgia	SEC	19-8	+20.93	120.9	1	99.9	124	67.1	159	+.012	136	+12.71	1	108.7	1	96.0	2	+10.85	15
17	Saint Joseph's 7	A10	23-7	+20.75	109.0	58	88.3	6	64.1	281	-.049	279	+4.60	88	105.0	74	100.4	95	+5.80	43
18	Notre Dame 5	BE	24-10	+20.31	116.5	7	96.2	60	69.2	74	+.009	139	+11.01	6	107.4	9	96.3	5	+3.78	65
19	Michigan St. 7	B10	22-13	+20.26	110.1	43	89.9	12	63.6	286	-.050	280	+10.11	13	107.3	12	97.2	13	+3.20	83
20	Xavier 3	A10	26-6	+19.88	113.8	19	94.0	29	67.7	131	+.018	120	+4.79	86	105.0	75	100.2	90	+4.81	56
21	Wake Forest 2	ACC	25-6	+19.87	114.5	15	94.6	37	67.7	130	+.073	25	+7.83	44	105.8	58	98.0	35	-3.80	249
