1	Kansas 1	B12	37-3	+35.21	120.9	2	85.7	1	66.8	109	+.012	138	+9.57	14	109.2	8	99.6	35	-1.41	184
2	Memphis 1	CUSA	38-2	+31.51	118.0	6	86.5	2	68.1	76	+.012	141	+5.83	72	107.0	62	101.1	79	+5.45	39
3	North Carolina 1	ACC	36-3	+30.22	122.1	1	91.9	14	72.5	9	+.050	55	+10.18	7	108.0	36	97.8	2	+1.50	107
4	UCLA 1	P10	35-4	+29.94	118.0	7	88.1	5	64.1	209	+.047	62	+10.03	9	109.3	6	99.3	24	-1.63	196
5	Wisconsin 3	B10	31-5	+26.68	113.5	37	86.8	3	61.1	306	+.043	69	+7.35	51	107.1	61	99.8	40	-0.19	154
6	Duke 2	ACC	28-6	+26.40	116.3	13	89.9	7	71.5	13	-.006	189	+10.06	8	109.1	9	99.0	18	+3.36	73
7	Georgetown 2	BE	28-6	+25.56	115.2	21	89.7	6	60.5	316	+.029	99	+8.48	35	108.2	31	99.8	39	-2.72	235
8	Louisville 3	BE	27-9	+25.41	113.1	40	87.7	4	65.3	160	-.057	300	+9.34	21	108.4	28	99.0	17	+0.79	126
9	Texas 2	B12	31-7	+25.09	120.6	3	95.5	42	63.9	222	+.044	67	+10.37	6	108.4	29	98.0	3	+0.04	146
10	Washington St. 4	P10	26-9	+24.32	115.1	23	90.8	9	58.3	334	-.004	179	+8.99	29	109.0	12	100.0	52	-6.51	309
11	Davidson 10	SC	29-7	+23.61	117.0	9	93.4	24	66.2	133	-.036	260	+3.36	102	105.2	105	101.8	97	+14.93	1
12	Stanford 3	P10	28-8	+22.75	113.6	36	90.9	10	63.4	248	+.040	78	+9.32	22	109.1	11	99.7	37	-6.32	306
13	Tennessee 2	SEC	31-5	+22.17	116.2	15	94.0	28	70.7	20	+.110	4	+9.58	13	109.4	4	99.8	41	+7.64	24
14	Marquette 6	BE	25-10	+22.16	115.3	20	93.1	21	66.6	118	-.027	240	+8.62	32	107.9	41	99.3	26	-6.37	307
15	Xavier 3	A10	30-7	+22.05	117.3	8	95.2	39	63.8	225	+.054	49	+6.94	53	108.1	34	101.2	80	+3.50	69
16	Clemson 5	ACC	24-10	+22.03	114.0	35	91.9	15	68.0	78	-.044	280	+9.53	15	109.3	5	99.8	42	+0.31	137
17	Drake 5	MVC	28-5	+21.46	120.0	4	98.5	76	62.9	262	+.011	145	+4.89	88	105.5	101	100.6	65	+0.11	142
18	West Virginia 7	BE	26-11	+21.29	114.6	27	93.3	23	63.8	228	-.019	217	+9.00	28	108.5	24	99.5	31	-1.98	210
19	Michigan St. 5	B10	27-9	+21.15	115.8	17	94.7	33	63.3	253	+.032	94	+8.71	31	108.2	32	99.5	32	+0.59	128
20	Butler 7	Horz	30-4	+19.97	116.2	14	96.2	47	59.5	328	+.002	161	+2.79	110	104.3	133	101.5	90	+5.43	40
21	Texas A&M 9	B12	25-11	+19.93	112.3	46	92.3	17	61.8	295	+.004	159	+8.28	37	107.4	51	99.1	20	-5.13	291
22	Pittsburgh 4	BE	27-10	+19.91	116.5	10	96.6	54	63.9	221	+.027	104	+9.52	16	107.8	44	98.3	5	-1.69	197
23	Arizona 10	P10	19-15	+19.14	116.4	12	97.3	63	63.5	239	-.079	326	+12.72	1	110.3	1	97.6	1	+8.75	12
24	Notre Dame 5	BE	25-8	+19.07	114.6	26	95.6	43	69.5	35	+.042	72	+6.88	54	107.5	48	100.6	66	-7.02	314
25	Gonzaga 7	WCC	25-8	+19.05	114.5	30	95.5	41	65.9	140	-.029	245	+2.57	112	104.0	147	101.5	89	+7.71	22
26	Kansas St. 11	B12	21-12	+18.90	114.2	34	95.3	40	69.7	33	-.049	290	+9.09	27	108.0	38	98.9	14	-2.73	237
27	Connecticut 4	BE	24-9	+18.90	115.2	22	96.3	49	67.1	101	-.001	170	+7.67	45	107.7	45	100.0	49	-1.27	179
28	USC 6	P10	21-12	+18.67	110.5	59	91.9	13	65.2	166	-.005	184	+11.18	3	109.7	2	98.5	8	+0.40	134
29	Indiana 8	B10	25-8	+18.43	114.6	29	96.1	44	66.2	134	+.037	85	+6.28	64	106.6	75	100.3	59	-2.30	219
30	Purdue 6	B10	25-9	+18.30	110.5	60	92.2	16	66.9	107	-.025	234	+6.41	62	106.2	86	99.7	36	-3.61	265
33	Mississippi St. 8	SEC	23-11	+16.77	108.2	92	91.5	11	66.6	117	-.043	278	+6.22	66	108.1	35	101.8	98	-1.48	187
35	BYU 8	MWC	27-8	+15.76	107.4	112	91.7	12	67.8	83	+.027	106	+1.47	129	104.2	139	102.7	139	-4.23	276
36	Oregon 9	P10	18-14	+15.66	118.8	5	103.1	160	65.8	144	-.035	259	+10.56	5	108.9	14	98.4	6	+0.11	143
37	Miami FL 7	ACC	23-11	+15.38	112.5	44	97.1	61	65.8	145	-.003	176	+7.78	44	106.7	70	98.9	16	-5.55	296
40	Arkansas 9	SEC	23-12	+15.19	111.4	53	96.2	48	66.5	119	+.008	153	+7.19	52	108.4	25	101.2	82	-0.61	164
